,duration,site_id,hour,counts,impacted_counts,failure,success,association,authentication,dhcp,unclear,date,dayofweek,sle
7409103,1687.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,137,20,33.0,1654.0,4.0,12.0,0.0,17.0,2019-10-06 00:00:00,6,0.980438648488441
7423530,1110.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,109,14,24.0,1086.0,1.0,11.0,0.0,12.0,2019-10-06 01:00:00,6,0.9783783783783784
7424739,1099.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,88,11,24.0,1075.0,1.0,12.0,0.0,10.0,2019-10-06 02:00:00,6,0.978161965423112
7433712,655.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,67,6,16.0,639.0,1.0,11.0,0.0,4.0,2019-10-06 03:00:00,6,0.9755725190839695
7442269,290.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,33,4,14.0,276.0,0.0,11.0,0.0,3.0,2019-10-06 04:00:00,6,0.9517241379310345
7453956,158.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,24,2,13.0,145.0,0.0,12.0,0.0,1.0,2019-10-06 05:00:00,6,0.9177215189873418
7457006,114.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,20,2,12.0,102.0,0.0,11.0,0.0,1.0,2019-10-06 06:00:00,6,0.8947368421052632
7466631,100.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,24,5,16.0,84.0,0.0,12.0,0.0,4.0,2019-10-06 07:00:00,6,0.84
7467414,156.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,34,3,14.0,142.0,0.0,11.0,0.0,3.0,2019-10-06 08:00:00,6,0.9102564102564102
7474410,570.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,52,1,10.0,560.0,0.0,10.0,0.0,0.0,2019-10-06 09:00:00,6,0.9824561403508771
7486599,1108.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,64,6,11.0,1097.0,1.0,0.0,0.0,10.0,2019-10-06 10:00:00,6,0.990072202166065
7490852,1752.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,87,6,6.0,1746.0,0.0,0.0,0.0,6.0,2019-10-06 11:00:00,6,0.9965753424657534
7494642,1800.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,100,6,7.0,1793.0,0.0,0.0,0.0,7.0,2019-10-06 12:00:00,6,0.9961111111111111
7508536,2340.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,117,12,14.0,2326.0,0.0,0.0,0.0,13.0,2019-10-06 13:00:00,6,0.994017094017094
7515677,2365.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,139,17,19.0,2346.0,0.0,0.0,0.0,17.0,2019-10-06 14:00:00,6,0.9919661733615222
7529076,2679.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,164,16,19.0,2660.0,1.0,1.0,0.0,17.0,2019-10-06 15:00:00,6,0.9929078014184397
7538057,3141.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,223,24,27.0,3114.0,0.0,0.0,0.0,27.0,2019-10-06 16:00:00,6,0.9914040114613181
7548497,3568.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,255,20,21.0,3547.0,0.0,0.0,0.0,19.0,2019-10-06 17:00:00,6,0.9941143497757847
7557180,3498.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,259,20,25.0,3473.0,3.0,0.0,0.0,20.0,2019-10-06 18:00:00,6,0.9928530588907948
7561499,2852.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,217,23,25.0,2827.0,1.0,0.0,0.0,24.0,2019-10-06 19:00:00,6,0.991234221598878
7574535,3016.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,224,34,39.0,2977.0,2.0,3.0,0.0,33.0,2019-10-06 20:00:00,6,0.9870689655172413
7578826,2711.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,206,24,28.0,2683.0,1.0,0.0,0.0,26.0,2019-10-06 21:00:00,6,0.9896717078568794
7591352,2295.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,182,17,21.0,2274.0,0.0,0.0,0.0,21.0,2019-10-06 22:00:00,6,0.9908496732026144
7602782,2203.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,169,27,28.0,2175.0,0.0,0.0,0.0,25.0,2019-10-06 23:00:00,6,0.9872900590104403
7611843,1871.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,148,14,17.0,1854.0,2.0,0.0,0.0,14.0,2019-10-07 00:00:00,0,0.9909139497594869
7623216,1002.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,96,16,17.0,985.0,2.0,1.0,0.0,14.0,2019-10-07 01:00:00,0,0.9830339321357285
7628661,1066.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,86,3,3.0,1063.0,0.0,1.0,0.0,2.0,2019-10-07 02:00:00,0,0.9971857410881801
7634102,738.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,58,11,11.0,727.0,0.0,2.0,0.0,9.0,2019-10-07 03:00:00,0,0.9850948509485095
7639152,306.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,28,1,2.0,304.0,0.0,0.0,0.0,2.0,2019-10-07 04:00:00,0,0.9934640522875817
7651856,317.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,26,8,9.0,308.0,0.0,2.0,0.0,6.0,2019-10-07 05:00:00,0,0.9716088328075709
7659350,280.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,25,3,5.0,275.0,0.0,0.0,0.0,5.0,2019-10-07 06:00:00,0,0.9821428571428571
7660013,141.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,47,7,7.0,134.0,0.0,0.0,0.0,7.0,2019-10-07 07:00:00,0,0.950354609929078
7666942,319.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,44,5,6.0,313.0,0.0,2.0,0.0,4.0,2019-10-07 08:00:00,0,0.9811912225705329
7674342,920.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,57,2,3.0,917.0,0.0,0.0,0.0,3.0,2019-10-07 09:00:00,0,0.9967391304347826
7686468,1541.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,82,3,3.0,1538.0,0.0,0.0,0.0,3.0,2019-10-07 10:00:00,0,0.9980532121998702
7696164,1854.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,114,7,8.0,1846.0,0.0,0.0,0.0,8.0,2019-10-07 11:00:00,0,0.9956850053937433
7700481,2247.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,144,10,12.0,2235.0,1.0,0.0,0.0,10.0,2019-10-07 12:00:00,0,0.9946595460614153
7715594,2214.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,152,8,9.0,2205.0,0.0,0.0,0.0,9.0,2019-10-07 13:00:00,0,0.9959349593495935
7720631,2544.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,183,23,26.0,2518.0,0.0,0.0,0.0,26.0,2019-10-07 14:00:00,0,0.9897798742138365
7731846,2886.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,193,18,21.0,2865.0,2.0,0.0,0.0,19.0,2019-10-07 15:00:00,0,0.9927234927234927
7744111,2804.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,207,25,34.0,2770.0,1.0,2.0,0.0,30.0,2019-10-07 16:00:00,0,0.9878744650499287
7754337,3107.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,222,24,26.0,3081.0,0.0,0.0,0.0,26.0,2019-10-07 17:00:00,0,0.9916317991631799
7760221,3221.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,218,27,32.0,3189.0,0.0,0.0,0.0,32.0,2019-10-07 18:00:00,0,0.9900651971437442
7772306,2803.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,232,33,36.0,2767.0,1.0,2.0,0.0,31.0,2019-10-07 19:00:00,0,0.9871566179093828
7778906,3085.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,240,23,24.0,3061.0,1.0,0.0,0.0,20.0,2019-10-07 20:00:00,0,0.9922204213938411
7796701,2748.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,235,29,31.0,2717.0,2.0,0.0,0.0,28.0,2019-10-07 21:00:00,0,0.9887190684133915
7799621,2508.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,189,21,22.0,2486.0,3.0,1.0,0.0,18.0,2019-10-07 22:00:00,0,0.9912280701754386
7818043,1877.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,179,15,18.0,1859.0,0.0,0.0,0.0,17.0,2019-10-07 23:00:00,0,0.9904102290889718
7820423,1541.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,148,20,23.0,1518.0,2.0,1.0,0.0,19.0,2019-10-08 00:00:00,1,0.9850746268656716
7833075,1165.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,102,11,12.0,1153.0,1.0,0.0,0.0,11.0,2019-10-08 01:00:00,1,0.9896995708154507
7838419,948.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,72,7,7.0,941.0,0.0,0.0,0.0,7.0,2019-10-08 02:00:00,1,0.9926160337552743
7849101,620.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,50,5,6.0,614.0,0.0,1.0,0.0,5.0,2019-10-08 03:00:00,1,0.9903225806451613
7858116,267.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,35,2,3.0,264.0,0.0,0.0,0.0,3.0,2019-10-08 04:00:00,1,0.9887640449438202
7867289,205.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,19,3,3.0,202.0,0.0,0.0,0.0,3.0,2019-10-08 05:00:00,1,0.9853658536585366
7871760,121.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,21,4,4.0,117.0,0.0,0.0,0.0,4.0,2019-10-08 06:00:00,1,0.9669421487603306
7882807,176.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,66,4,4.0,172.0,0.0,0.0,0.0,4.0,2019-10-08 07:00:00,1,0.9772727272727273
7885850,292.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,49,3,4.0,288.0,0.0,0.0,0.0,4.0,2019-10-08 08:00:00,1,0.9863013698630136
7896484,744.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,56,6,7.0,737.0,0.0,0.0,0.0,6.0,2019-10-08 09:00:00,1,0.9905913978494624
7899319,1084.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,83,5,8.0,1076.0,0.0,1.0,0.0,7.0,2019-10-08 10:00:00,1,0.992619926199262
7909739,1605.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,124,7,11.0,1594.0,0.0,0.0,0.0,11.0,2019-10-08 11:00:00,1,0.9931464174454828
7916714,2386.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,161,19,22.0,2364.0,0.0,1.0,0.0,21.0,2019-10-08 12:00:00,1,0.9907795473595976
7927841,2628.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,176,14,16.0,2612.0,1.0,2.0,0.0,13.0,2019-10-08 13:00:00,1,0.9939117199391172
7936804,2616.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,184,15,16.0,2600.0,3.0,1.0,0.0,12.0,2019-10-08 14:00:00,1,0.9938837920489296
7945834,2704.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,184,21,21.0,2683.0,1.0,0.0,0.0,20.0,2019-10-08 15:00:00,1,0.9922337278106509
7954428,2837.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,201,24,28.0,2809.0,2.0,3.0,0.0,23.0,2019-10-08 16:00:00,1,0.9901304194571731
7966857,3162.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,201,16,19.0,3143.0,1.0,1.0,0.0,17.0,2019-10-08 17:00:00,1,0.9939911448450348
7978423,2582.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,197,19,23.0,2559.0,4.0,1.0,0.0,17.0,2019-10-08 18:00:00,1,0.9910921766072812
7993382,2346.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,191,17,19.0,2327.0,2.0,1.0,0.0,16.0,2019-10-08 19:00:00,1,0.9919011082693947
7995606,2359.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,188,17,18.0,2341.0,1.0,0.0,0.0,15.0,2019-10-08 20:00:00,1,0.9923696481559983
8007597,2837.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,220,38,40.0,2797.0,5.0,1.0,0.0,34.0,2019-10-08 21:00:00,1,0.985900599224533
8021581,2270.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,196,23,27.0,2243.0,0.0,1.0,0.0,25.0,2019-10-08 22:00:00,1,0.9881057268722467
8034094,1583.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,156,20,21.0,1562.0,2.0,2.0,0.0,17.0,2019-10-08 23:00:00,1,0.9867340492735313
8043601,1401.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,130,16,17.0,1384.0,1.0,0.0,0.0,14.0,2019-10-09 00:00:00,2,0.9878658101356174
8050737,1089.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,105,10,12.0,1077.0,1.0,0.0,0.0,10.0,2019-10-09 01:00:00,2,0.9889807162534435
8056803,843.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,109,15,15.0,828.0,1.0,1.0,0.0,13.0,2019-10-09 02:00:00,2,0.9822064056939501
8066595,762.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,78,7,7.0,755.0,0.0,0.0,0.0,7.0,2019-10-09 03:00:00,2,0.9908136482939632
8075839,529.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,56,8,9.0,520.0,0.0,2.0,0.0,7.0,2019-10-09 04:00:00,2,0.9829867674858223
8084532,364.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,36,6,6.0,358.0,0.0,0.0,0.0,6.0,2019-10-09 05:00:00,2,0.9835164835164835
8091626,348.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,30,6,6.0,342.0,0.0,2.0,0.0,4.0,2019-10-09 06:00:00,2,0.9827586206896551
8093929,338.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,69,5,6.0,332.0,0.0,1.0,0.0,5.0,2019-10-09 07:00:00,2,0.9822485207100592
8102106,278.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,62,4,4.0,274.0,0.0,1.0,0.0,3.0,2019-10-09 08:00:00,2,0.9856115107913669
8108856,611.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,58,1,1.0,610.0,1.0,0.0,0.0,0.0,2019-10-09 09:00:00,2,0.9983633387888707
8118970,902.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,65,5,7.0,895.0,0.0,0.0,0.0,7.0,2019-10-09 10:00:00,2,0.9922394678492239
8126418,1239.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,90,7,7.0,1232.0,0.0,2.0,0.0,5.0,2019-10-09 11:00:00,2,0.9943502824858758
8130971,1766.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,128,8,8.0,1758.0,0.0,0.0,0.0,7.0,2019-10-09 12:00:00,2,0.9954699886749717
8143577,2007.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,122,8,9.0,1998.0,1.0,1.0,0.0,7.0,2019-10-09 13:00:00,2,0.9955156950672646
8158999,2345.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,150,14,14.0,2331.0,0.0,1.0,0.0,13.0,2019-10-09 14:00:00,2,0.9940298507462687
8163066,2312.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,180,17,20.0,2292.0,0.0,2.0,0.0,18.0,2019-10-09 15:00:00,2,0.9913494809688581
8176250,2333.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,164,15,20.0,2313.0,0.0,2.0,0.0,18.0,2019-10-09 16:00:00,2,0.9914273467638234
8185970,2944.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,199,21,28.0,2916.0,3.0,0.0,0.0,25.0,2019-10-09 17:00:00,2,0.9904891304347826
8191709,2688.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,219,24,29.0,2659.0,2.0,1.0,0.0,25.0,2019-10-09 18:00:00,2,0.9892113095238095
8209638,2316.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,208,22,24.0,2292.0,1.0,0.0,0.0,23.0,2019-10-09 19:00:00,2,0.9896373056994818
8216069,2430.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,203,23,23.0,2407.0,1.0,2.0,0.0,19.0,2019-10-09 20:00:00,2,0.9905349794238684
8228832,2136.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,208,15,17.0,2119.0,0.0,0.0,0.0,16.0,2019-10-09 21:00:00,2,0.9920411985018727
8232693,2366.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,206,33,36.0,2330.0,1.0,0.0,0.0,33.0,2019-10-09 22:00:00,2,0.9847844463229078
8246119,1955.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,175,26,38.0,1917.0,5.0,9.0,0.0,24.0,2019-10-09 23:00:00,2,0.9805626598465473
8256157,1768.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,135,21,33.0,1735.0,1.0,12.0,0.0,19.0,2019-10-10 00:00:00,3,0.9813348416289592
8266600,1084.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,99,14,26.0,1058.0,2.0,13.0,0.0,11.0,2019-10-10 01:00:00,3,0.9760147601476015
8273702,1038.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,89,13,24.0,1014.0,4.0,11.0,0.0,9.0,2019-10-10 02:00:00,3,0.976878612716763
8286878,708.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,54,5,16.0,692.0,0.0,11.0,0.0,5.0,2019-10-10 03:00:00,3,0.9774011299435028
8287483,324.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,45,6,17.0,307.0,0.0,12.0,0.0,4.0,2019-10-10 04:00:00,3,0.9475308641975309
8300846,177.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,24,5,16.0,161.0,1.0,12.0,0.0,2.0,2019-10-10 05:00:00,3,0.9096045197740112
8306982,174.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,17,4,16.0,158.0,1.0,12.0,0.0,3.0,2019-10-10 06:00:00,3,0.9080459770114943
8315500,148.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,37,7,17.0,131.0,0.0,11.0,0.0,5.0,2019-10-10 07:00:00,3,0.8851351351351351
8318704,194.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,45,2,13.0,181.0,0.0,12.0,0.0,1.0,2019-10-10 08:00:00,3,0.9329896907216495
8325475,569.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,47,2,12.0,557.0,0.0,11.0,0.0,1.0,2019-10-10 09:00:00,3,0.9789103690685413
8332611,940.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,61,9,21.0,919.0,0.0,13.0,0.0,8.0,2019-10-10 10:00:00,3,0.9776595744680852
8343025,1836.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,89,7,18.0,1818.0,0.0,11.0,0.0,7.0,2019-10-10 11:00:00,3,0.9901960784313726
8352135,2273.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,132,10,22.0,2251.0,0.0,12.0,0.0,10.0,2019-10-10 12:00:00,3,0.9903211614606248
8363297,2468.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,146,12,23.0,2445.0,1.0,13.0,0.0,7.0,2019-10-10 13:00:00,3,0.9906807131280388
8371761,2587.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,167,18,31.0,2556.0,0.0,10.0,0.0,21.0,2019-10-10 14:00:00,3,0.9880170081175106
8386880,2477.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,167,11,15.0,2462.0,0.0,0.0,0.0,14.0,2019-10-10 15:00:00,3,0.9939442874444893
8390667,2487.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,168,13,13.0,2474.0,2.0,1.0,0.0,9.0,2019-10-10 16:00:00,3,0.9947728186570165
8398335,2932.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,194,17,18.0,2914.0,0.0,0.0,0.0,17.0,2019-10-10 17:00:00,3,0.9938608458390177
8415206,2692.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,202,13,16.0,2676.0,0.0,0.0,0.0,15.0,2019-10-10 18:00:00,3,0.9940564635958395
8422735,2599.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,219,15,15.0,2584.0,1.0,0.0,0.0,13.0,2019-10-10 19:00:00,3,0.9942285494420932
8435716,2846.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,211,18,20.0,2826.0,2.0,0.0,0.0,18.0,2019-10-10 20:00:00,3,0.9929725931131412
8445358,2569.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,219,35,38.0,2531.0,1.0,2.0,0.0,32.0,2019-10-10 21:00:00,3,0.985208252238225
8449455,2511.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,195,15,15.0,2496.0,1.0,1.0,0.0,13.0,2019-10-10 22:00:00,3,0.994026284348865
8467476,1899.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,165,20,24.0,1875.0,3.0,1.0,0.0,20.0,2019-10-10 23:00:00,3,0.9873617693522907
8475370,1706.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,136,18,18.0,1688.0,1.0,0.0,0.0,17.0,2019-10-11 00:00:00,4,0.9894490035169988
8486685,1103.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,118,7,8.0,1095.0,0.0,0.0,0.0,8.0,2019-10-11 01:00:00,4,0.9927470534904805
8494431,959.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,101,10,10.0,949.0,1.0,1.0,0.0,7.0,2019-10-11 02:00:00,4,0.9895724713242962
8504964,652.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,63,9,13.0,639.0,0.0,1.0,0.0,12.0,2019-10-11 03:00:00,4,0.9800613496932515
8511731,267.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,4,39,3,3.0,264.0,0.0,1.0,0.0,2.0,2019-10-11 04:00:00,4,0.9887640449438202
8519376,249.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,5,26,4,6.0,243.0,0.0,0.0,0.0,6.0,2019-10-11 05:00:00,4,0.9759036144578314
8522181,130.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,6,22,5,13.0,117.0,0.0,7.0,0.0,6.0,2019-10-11 06:00:00,4,0.9
8528406,161.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,7,49,9,14.0,147.0,0.0,1.0,0.0,13.0,2019-10-11 07:00:00,4,0.9130434782608695
8538080,221.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,8,54,3,4.0,217.0,0.0,1.0,0.0,3.0,2019-10-11 08:00:00,4,0.9819004524886877
8544209,710.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,9,58,5,9.0,701.0,1.0,1.0,0.0,7.0,2019-10-11 09:00:00,4,0.9873239436619718
8555724,1280.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,10,97,8,10.0,1270.0,0.0,1.0,0.0,9.0,2019-10-11 10:00:00,4,0.9921875
8560112,1914.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,11,124,8,12.0,1902.0,1.0,0.0,0.0,10.0,2019-10-11 11:00:00,4,0.9937304075235109
8574889,2603.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,12,144,16,21.0,2582.0,0.0,2.0,0.0,18.0,2019-10-11 12:00:00,4,0.9919323857087975
8582264,2626.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,13,162,10,13.0,2613.0,0.0,0.0,0.0,13.0,2019-10-11 13:00:00,4,0.995049504950495
8586610,3107.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,14,184,19,26.0,3081.0,3.0,3.0,0.0,20.0,2019-10-11 14:00:00,4,0.9916317991631799
8596753,3143.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,15,205,18,23.0,3120.0,1.0,0.0,0.0,21.0,2019-10-11 15:00:00,4,0.9926821508113267
8611462,3027.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,16,218,24,29.0,2998.0,3.0,1.0,0.0,25.0,2019-10-11 16:00:00,4,0.990419557317476
8623559,3246.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,17,234,29,35.0,3211.0,2.0,1.0,0.0,32.0,2019-10-11 17:00:00,4,0.9892174984596427
8627056,3806.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,18,283,33,40.0,3766.0,5.0,4.0,0.0,27.0,2019-10-11 18:00:00,4,0.9894902785076195
8638120,3830.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,19,292,52,61.0,3769.0,4.0,2.0,0.0,54.0,2019-10-11 19:00:00,4,0.9840731070496084
8654347,3458.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,20,250,26,28.0,3430.0,0.0,1.0,0.0,26.0,2019-10-11 20:00:00,4,0.9919028340080972
8664597,3032.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,21,223,36,49.0,2983.0,0.0,13.0,0.0,35.0,2019-10-11 21:00:00,4,0.9838390501319261
8668854,3094.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,22,225,21,31.0,3063.0,0.0,5.0,0.0,24.0,2019-10-11 22:00:00,4,0.9899806076276665
8678471,2301.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,23,203,19,22.0,2279.0,1.0,0.0,0.0,21.0,2019-10-11 23:00:00,4,0.990438939591482
8695360,2014.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,0,164,15,17.0,1997.0,2.0,1.0,0.0,13.0,2019-10-12 00:00:00,5,0.9915590863952334
8700554,1465.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,1,137,22,24.0,1441.0,3.0,0.0,0.0,21.0,2019-10-12 01:00:00,5,0.9836177474402731
8711412,1430.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,2,119,17,18.0,1412.0,2.0,1.0,0.0,13.0,2019-10-12 02:00:00,5,0.9874125874125874
8721519,955.0,c3a13db1-44e4-4fcc-a28c-cbbc131fb1f7,3,94,10,13.0,942.0,0.0,0.0,0.0,13.0,2019-10-12 03:00:00,5,0.9863874345549738
